page_id;cargo_real
1302;instructor
12028;tecnico
38258;educador
15466;tecnico
22571;auxiliar
26599;administrativo
18436;conductor
32646;mantencion
21935;comercial
31027;conductor
3371;animador
16822;informacion
7399;auxiliar paramedico
3954;analista
21310;educador
16207;jefe departamento
44332;administracion publica
32481;psicologo
2563;encargado
30635;quimico farmaceutico
11649;administracion
20502;secretaria
17415;enfermero
36469;terapeuta
30339;encargado
15988;fiscalizador
430;administrativo
4816;jefe departamento
26252;practica
9263;encargado
39381;terapeuta
11345;analista
43270;medico
17119;mantencion
26877;recursos humanos
9846;auxiliar
36165;analista
6087;analista
4233;asistente
43855;paramedico
11960;neurologo
38593;encargado
27440;nutricionista
8471;auxiliar
42462;tecnico
10557;abogado
5421;trabajadora social 
7695;apoyo
37777;auxiliar
12358;primaria
38128;educador
19154;administrativo
16995;personal
33324;auxiliar
1072;departamento
21882;electricista
40848;educador
35178;nutricionista
14104;auxiliar
44285;medico
33901;abogado
23013;medico
18746;encargado
30782;conductora
32536;tecnico
15716;conductor
22601;tecnico en
4688;administrativo
587;profesional
22928;tecnico en
13046;marinero
41173;odontologia
39236;comunicacion
34843;gestion
24151;administrativo
34266;analista
4384;analista
6130;educador
29101;gestion
39813;trabajador social 
40761;practica
12654;tecnico
25743;jefe
38424;fonoaudiologo
19458;quimico farmaceutico
33628;instructor
7722;gestion
28713;administrativo
5596;psicologo
35474;paramedico
14408;tecnico en
36215;coordinador
4143;profesional
41991;cirujano
17269;personal
24396;tecnico
36830;administrativo
26122;jefe
9113;administracion
11035;medicos
13281;administrativo
43100;diseno grafico
30049;tecnico
740;abogado
5751;laboratorio
37407;tecnico en
27730;tecnico en
8701;educador
25584;analista
42712;supervision
12493;medico
10627;tecnico
31972;tecnica
1890;administrativo
21060;mineria
16177;administracion
27819;telecomunicaciones
8828;psicologo
31357;analista
19393;fiscalizador
5878;alimento
36719;gestion
20672;coordinador
17765;administrativo
11539;enfermero
2613;nutricionista
30545;departamento
18581;auxiliar
9849;departamento
26878;tecnico
6088;coordinador
20001;fiscalizador
30913;contabilidad
17116;educador
4819;contabilidad
30336;seleccion
22890;primaria
2060;administrativo
32182;supervisor
15987;profesional
21613;departamento
44631;abogado
16704;administrativo
37778;secretaria
33790;administracion
3672;telecomunicaciones
31524;asistente
16208;operador
37274;psicologo
7396;laboratorio
5122;contador auditor
31028;supervisor
8172;instructor
27143;analista
38090;medico
37851;mantencion
28982;administrativo
10054;kinesiologo
42161;tecnico en
4730;departamento
6584;encargado
36466;practica
39682;profesional
9760;gestion
26751;terapeuta
43773;fonoaudiologo
11646;analista
133;informaciones
12027;arquitecto
10293;recursos humanos
40112;tecnico en
38257;jardin
27384;nutricionista
25130;paramedico
35822;supervisor
42983;secretaria
35207;tecnico
38872;tecnico
8990;departamento
28160;recursos humanos
7151;tecnico
1928;auxiliar
18439;apoyo
32649;kinesiologo
41700;tecnico
11481;paramedico
13635;conductor
24722;educador
26596;analista
39445;paramedico
15469;fiscalizador
29772;bienestar
6743;ingeniero ambiental
34415;reclutamiento
18135;tecnico
32345;gestor
13339;auditor
36988;nutricionista
15165;recaudador
32960;administrativo
2882;profesional
41829;practica
34119;tecnico
27688;vehiculo pesado
19727;asistente
1601;tecnico
33557;tecnico
14777;supervisor
23660;geografia
5877;fiscalizador
35995;conductor
25087;administrativo
8202;instructor
27233;analista
10324;tecnologo medico
12190;jefe departamento
42211;terapeuta
31358;farmaceutico
37104;psicologo
8827;odontologia
27816;terapeuta
5252;ingeniero
42834;administracion
10901;tecnico en
16178;jefe departamento
243;director
9410;tecnico
26421;administrativo
43403;medico
13782;analista sistema
11536;paramedico
866;encargado
4440;auditor
36716;abogado
30046;bioquimico
20954;profesional
2310;coordinador
18082;trabajadora social 
17843;seleccion
24399;psiquiatra
2935;medico
20371;laboratorio
10628;terapeuta
3502;paramedico
19690;agricola
37408;departamento
21563;operador
16474;tecnico
34269;analista
15215;administrador
18860;profesional
22302;obra
13049;paramedico
39239;practica
18245;enfermera
588;apoyo
15830;tecnologo medico
32035;tecnico dental
22927;enfermero
30281;educador
14407;tecnologo medico
23510;instructor
5599;instructor
19457;psiquiatra
31493;enfermera
1571;instructor
33627;coordinador
40847;apoyo
12972;director
35177;recolector
5095;administracion
25865;fiscal
28210;medico
7221;tecnico
12357;departamento
40262;departamento
28835;conductor
7804;analista
38127;coordinador
25240;apoyo
29402;supervisor
6433;encargado
4687;entrenador
34765;auto
15719;paramedico
41470;arte
13545;supervisora
24452;enfermero
39735;abogado
18749;paramedico
32539;administracion
15289;operario
30838;enfermeria
11844;administrativo
4317;recepcionista
26953;profesional
9962;departamento
39880;tecnico en
36041;profesional
29192;enfermeria
514;departamento
43354;administracion
26376;paramedico
9347;paramedico
4932;cirujano
28780;analista sistemas
37653;informaciones
5505;encargado
21738;tecnico en
10473;asistente
42546;conductor
27564;jefe departamento
8555;profesional
3759;jefe departamento
5009;coordinador
14197;gestor
44216;tecnica
16323;auxiliar
21234;administrativo
23080;auxiliar
3870;secretaria
33992;administrativo
27068;director
8059;coordinador
7898;tecnologo medico
16906;medicos
3255;analista
21811;auxiliar
31103;asistente
17531;administrativo
22692;profesional
20426;secretaria
30711;coordinador
2447;alimento
43658;departamento
1226;quimico farmaceutico
23862;auxiliar
33170;paramedico
3092;profesional
19300;ecologia
35909;profesional
23247;fiscalizador
1803;supervisor
19925;contabilidad
14350;docente
38959;encargado
37198;enfermera
24609;terapeuta
2680;departamento
32762;operador
18512;paramedico
6668;apoyo
29659;agente publico
22455;tecnico
15542;enfermera
24305;mantencion
39062;departamento
9180;administrativo
6941;procuradores
29970;tecnico
41327;encargado
13212;administracion
43193;cirujano
6364;apoyo
29355;analista
36286;administracion
24920;mantencion
13837;entrenador
41902;tecnico
22159;analista
8792;coordinador
38670;enfermera
25517;paramedico
90;apoyo
42781;recursos humanos
12400;tecnico en
40535;comercial
35620;terapeuta
37494;analista
7576;auditor
28547;informatico
3125;profesional
31273;alimento
1391;abogado
27318;secretaria
8329;laboratorio
19892;animador
16053;auxiliar
31856;auditor
21144;auditor
5379;encargado
43528;enfermeria
368;jefe departamento
30461;tecnico
2737;secretaria
34489;administrativo
20756;analista
43024;construccion
11111;auditor
41290;practica
36914;tecnico en
26006;director
17968;administrativo
664;gestor
13980;enfermero
4067;jefe
34185;practica
24897;informacion
36331;coordinador
3429;adquisiciones
10703;comercial
42636;medicos
21448;analista
37523;geografia
5675;profesional
6014;conductor
29025;psicologo
39937;director
34342;gendarme
34967;analista
4885;departamento
24075;recaudador
39312;analista
41057;auxiliar
13162;apoyo
35550;practica
7606;profesional
28637;gestion
16798;analista
38500;enfermera
25667;gestion
12770;analista
40645;psicologo
12859;administracion
33825;laboratorio
23137;administrativo
21383;terapeuta
16294;gestion
14020;asistente
40349;secretario
1156;profesional
33200;recursos humanos
19070;supervisora
20591;operador
22725;tecnico
15632;tecnico
29529;analista
32412;analista
18662;cirujano
31431;tecnico
3767;administrativo
33685;nutricionista
38489;ingeniero civil
42578;terapeuta
21706;profesional
16611;educador
9379;analista
26348;recaudador
32097;central telefonica
2175;informacion
22985;administrador
30223;mantencion
15892;paramedico
4329;enfermeria
30806;enfermero
20114;practica
17003;tecnico
26644;educador
39797;administrativo
11753;informatico
43666;administrativo
2479;analista
36573;tecnico
6491;profesional
4625;personal
33389;enfermera
28897;tecnico
37944;administracion
38185;administracion
8067;administrativo
42074;alimento
10141;analista
44228;comunicacion
5037;departamento
7283;educador
37361;medica
34500;dentista
29667;tecnico
6656;terapeuta
11594;conductor
41615;tecnico en
26483;tecnico en
24637;analista
42896;jefe
7044;psicologo
8885;tecnico en
38967;asistente
35312;profesional
23279;enfermero
40007;enfermero
10386;departamento
12132;profesional
25025;operario
27291;animador
38342;auxiliar
1218;reclutamiento
7548;instructor
14662;asistente
23775;tecnico
25529;apoyo
19632;tecnico
33442;nutricionista
1714;operador
15070;supervisor
32875;auxiliar
22167;paramedico
13809;psicologo
18020;visual
32250;seleccion
41319;analista
11098;paramedico
20768;tecnico en
973;jefe
36603;psicologo
4555;departamento
2709;enfermero
356;fiscalizador
24780;coordinador
9505;chofer ambulancia
26534;farmaceutico
11423;supervisor
13697;fiscalizador
5347;encargado
8932;medico
27903;alimento
37011;investigador
10814;analista
42921;administracion empresa
31868;programador
44158;administracion publica
8317;administrativo
25192;apoyo
35880;auditor
5962;coordinador
42304;paramedico
12085;gestion
10231;tecnico dental
19289;abogado
21476;auto
16561;profesional
44454;trabajador social 
12589;taller
42608;administracion
31741;matematica
3417;departamento
19785;medicos
20264;analista contable
2820;quimico farmaceutico
4059;practica
2205;administrativo
20841;comunicacion
30153;tecnico en
17956;educador
18197;auxiliar
9009;abogado
26038;psicopedagogo
19542;educador
33732;encargado
1464;tecnico
31586;ingeniero
25659;administrativo
14512;analista
23405;paramedico
28609;departamento
7638;instructor
41069;psiquiatra
34959;psicologo
15925;ecologia
18350;gestion
30394;administrativo
22832;administrativo
32120;paramedico
39909;conductor
18975;jefe
15300;coordinador
22217;operador
13450;tecnico
41565;paramedico
39620;medico
24547;pediatra
191;investigador
30698;jefe departamento
34670;asistente
4792;telecomunicaciones
29517;medicos
6526;analista
21998;tecnico en
1168;encargado
40377;gestor
12242;profesional
25355;enfermera
38032;departamento
28920;otorrino
7911;tecnico
23109;tecnico en
12867;ecologia
40952;tecnico en
28305;secretaria
7334;jefe departamento
25970;administrativo
5180;administracion
35062;cirujano
42453;comercial
10566;asesor
27471;tecnico
8440;departamento
5410;fiscalizacion
37746;medico
28695;bienestar
23499;auxiliar
401;director
30308;bienestar
11374;conductor
43241;profesional
4827;instructor
26263;psicologo
9252;mantencion
17128;tecnico electrico
11951;tecnico
29087;administrativo
36154;analista
39995;auxiliar
26846;abogado
4202;secretaria
2552;profesional
30604;tecnico en
17424;forestal
20533;reclutamiento
22787;instructor
16813;supervisor
31016;ciencias sociales 
21904;administrativo
3340;supervisora
28399;hortalizas
16236;profesional
44303;departamento
14082;digitador
33887;administrativo
3965;paramedico
23195;administrativo
21321;administracion
22540;tecnico
15457;jefe departamento
9599;tecnico
32677;ingeniero
2795;kinesiologo
18407;educador
1916;administrativo
23352;cirujano
14245;administrativo
19830;tecnico
35239;psiquiatra
10888;encargado
3187;secretaria
33065;educador
23977;tecnico
1333;abogado
19215;contabilidad
14860;informatico
38269;analista
42398;auxiliar
12019;enfermero
14749;auxiliar
7463;administrativo
28452;administracion
37581;administrativo
35735;educador
25402;secretaria
38765;secretaria
8687;apoyo
40420;administrativo
12515;administrativo
42694;departamento
34127;medico
24835;profesional
36393;director
6271;tecnologo medico
29240;analista
41817;tecnico
13922;apoyo
6854;educador
29865;tecnico
9095;instructor
39177;geomensor
24210;operador
43086;auxiliar
13307;analista
41232;jefe departamento
2299;administrativo
858;administrativo
17754;analista
20643;tecnico
11508;auxiliar
41689;call center
2622;ingeniero ambiental
30574;enfermeria
16146;administrativo
19987;fiscalizacion
44073;tecnica
21051;tecnico en
8819;administracion
1284;encargado
31366;secretaria
5849;prevencionista
5760;comunicacion
35682;jefe
37436;enfermeria
1788;asesor
42723;laboratorio
10616;asistente
27701;tecnico
8730;fiscalizador
13895;departamento
36224;abastecimiento
24982;tecnico en
34090;supervisor
4172;analista
17258;profesional
41385;tecnica
11004;analista
43131;administracion
26113;tecnico en
9122;abogado
36801;tecnico
771;apoyo
25772;tecnologo medico
38415;instalacion
40750;director
33619;instructor
19469;profesional
7713;analista
28722;trabajador social 
35445;jefe
14439;paramedico
22919;analista
39207;tecnico en
24160;periodista
4990;tecnico
34872;compras
13077;psicologo
41142;gestion
20188;tecnico
34257;tecnico
39822;departamento
6101;jefe departamento
29130;asesor
32507;cirujano
18777;operador
22630;tecnico
20484;enfermeria
17593;jefe
15727;auxiliar
38119;educador
12369;tecnico
33315;administrativo
1043;coordinador
19165;fonoaudiologo
35149;secretaria
40879;tecnica
21296;conductor
33930;alimento
14135;alimento
16381;compras
17630;analista
15484;enfermero
22593;tecnico
20727;administrativo
43559;fiscalizacion
319;comunicacional
30410;analista
2746;auxiliar
14296;administrativo
44117;administracion empresa
16022;coordinador
31827;analista
21135;contabilidad
23381;cirujano
5308;gestion
3154;educador
31202;informacion
8358;auxiliar
27369;administracion
21439;medico
28481;medico
37552;paramedico
5604;coordinador
3458;jefe departamento
10772;desarrollador
42647;administracion
8654;fiscalizador
27665;enfermera
4016;entrenador
29293;profesional
15188;tecnico
43055;profesional
11160;tecnico
36965;tecnico
6887;departamento
9046;secretaria
26077;educador
17919;profesional
615;enfermera
8493;fiscal
38571;psicologa
25616;auxiliar
42480;abogado
12701;educador
40634;gestor
35521;gestion
37795;auditor
28646;operador
7677;instructor
34916;profesional
24004;laboratorio
39363;analista
9281;recursos humanos
41026;coordinador
13113;paramedico
43292;medico
22258;procurador
29054;gestion
36187;asistente
39946;cirujano
26895;enfermero
34333;gestor
11982;analista
2581;coordinador
18613;tecnico
24508;administracion
22754;psicologo
15643;gestion
29558;terapeuta
6569;administrativo
40338;tecnico
1127;administracion
33271;nutricionista
3393;administrativo
19001;instalacion
37299;gestor
12828;gestion
33854;periodista
23146;apoyo
14051;coordinador
40783;tecnico
10402;medico
42537;paramedico
8524;recursos humanos
27515;contabilidad
3728;paramedico
37622;odontologia
35496;cuidador
5574;administrativo
21749;medicos
565;recursos humanos
43325;medico
41191;medico
9336;analista
26307;administrativo
4943;procurador
30849;director
11835;administracion
43900;obra
34284;coordinador
9913;alimento
36030;departamento
30760;educador
2436;educador
43629;tecnico en
17540;auxiliar
20457;trabajador social 
34788;secretaria
8028;administrativo
27019;auxiliar
16977;supervisor
3224;encargado
21860;ingeniero
1090;abogado
25888;terapeuta
5078;departamento
44267;administracion
16352;psicologo
21245;informacion
3801;analista
29628;medico
6619;departamento
20690;director
22424;jefe departamento
15533;apoyo
17787;fiscalizadora
24678;profesional
32713;jefe
18563;enfermeria
23236;coordinador
21082;medicos
1872;administrativo
31990;analista
16195;paramedico
19954;paramedico
14321;instructor
38928;administrativo
1257;tecnico
23813;kinesiologo
33101;educador
14904;tecnico en
19371;asesor
35978;profesional
40048;tecnologo medico
16499;quimico farmaceutico
35651;administrativo
28536;contador auditor
7507;administracion
38601;psicologo
25566;psicologo
12471;cirujano
40544;tecnico en
29324;jefe
24951;administrativo
34043;gestion
13846;instructor
41973;administrativo
22128;informatico
24374;departamento
39013;apoyo
29901;analista
6930;tecnologo medico
41356;gestion
13263;profesional
817;apoyo
4431;enfermera
36767;profesional
232;administrativo
39583;practica
26450;educador
9461;profesional
43472;gestion
11547;seleccion
37175;profesional
7097;instructor
27867;tecnologo medico
8856;administrativo
5223;secretaria
42845;odontologo
10970;auxiliar
16109;agente publico
5806;jefe
27242;paramedico
8273;coordinador
38391;administracion
10355;laboratorio
42260;ingeniero civil
14998;medicos
37479;paramedico
21512;departamento
44530;secretaria
16405;periodista
10659;abogado
3573;departamento
31625;auxiliar
2944;medico
20300;informatico
6389;profesional
30037;administrativo
20925;auxiliar
2361;enfermera
32283;enfermero
17832;enfermeria
19426;produccion
1500;instructor
33656;jefe
27589;auditor
14476;apoyo
23561;administrativo
13038;abogado
39248;informacion
18234;jefe departamento
15841;tecnico
32044;administrativo
22956;paramedico
34218;tecnico en
15264;psicologo
18811;tecnico en
41401;terapeuta
11780;operario
13534;jefe departamento
24423;enfermera
26697;administrativo
39744;prevencionista
18738;gestor
32548;urologo
6442;departamento
29473;educador
34714;analista
15768;tecnico en
12326;apoyo
40213;jefe departamento
7875;analista
28844;medico
37997;departamento
38156;desarrollador
27085;fiscalizador
25231;paramedico
40836;fiscalizacion
12903;abogado
35106;comunicacion
25814;tecnico
7250;analista
28261;jefe departamento
3603;comunicacion
31555;apoyo
19591;cirujano
10529;mantencion
21662;jefe
44640;departamento
16775;administrativo
24098;auxiliar
4868;departamento
30347;seleccion
2011;apoyo
26809;tecnologo medico
9838;odontologia
20070;paramedico
30962;administrativo
17167;administracion
26720;encargado
9711;abastecimiento
24594;enfermera
13483;analista
11637;tecnico
142;jefe departamento
4741;coordinador
36417;analista
31059;conductor
25386;tecnico
27132;coordinador
8103;apoyo
37820;tecnico en
12291;enfermero
42110;tecnica
16279;cirujano
37205;administrativo
40981;departamento
15418;auxiliar
6732;terapeuta
29703;jefe
4586;supervisora
34464;administrativo
385;encargado
18448;auxiliar
32638;geomensor
41771;secretaria
13644;adquisiciones
39434;auxiliar
35276;apoyo
5394;comunicacion
38803;tecnico en
7120;asesor
28111;administrativo
1959;asistente
12056;gestion
40163;tecnico
38226;auxiliar paramedico
35853;paramedico
23938;enfermero
5698;operador
14706;terapeuta
23611;agente publico
19756;abastecimiento
31792;proyectista
1670;apoyo
33526;coordinador
15114;nutricionista
32911;psicologo
41858;tecnico
34168;bienestar
17985;tecnico
18144;gestion
32334;secretaria
20892;quimico farmaceutico
30180;psicologo
39138;supervisor
31317;profesor
3041;coordinador
5838;organizacion
44002;instructor
14383;gestion
23294;encargado
21020;terapeuta
31932;gestor
8868;enfermera
27859;educador
28098;jefe departamento
11579;departamento
2653;operador
30505;profesional
36759;gestion
15591;arte
17725;medico
20632;animador
22486;tecnico en
11075;administrativo
43140;gestion
9153;abastecimiento
26162;tecnico
6992;coordinador
36870;tecnologo medico
700;secretaria
30009;jefe departamento
29386;enfermeria
36255;director
4103;tecnologo medico
32898;tecnico
42752;medicos
10667;auxiliar
8741;fiscalizador
27770;medico veterinario
23798;departamento
5711;asistente
37447;medico
28594;odontologia
34226;administrativo
26980;tecnologo medico
39853;ginecologo
36092;administrativo
6170;enfermera
11897;tecnico
22968;disenador
2198;analista
9394;sostenedor
39276;practica
24111;paramedico
34803;tecnico en
43387;analista contable
13006;quimico farmaceutico
41133;analista
28753;conductor
7762;laboratorio
37680;gestion
35434;tecnico en
14448;administracion
25703;educador
8586;gestor
40721;terapeuta
12614;apoyo
42595;dentista
19418;coordinador
35138;enfermeria
40808;cirujano
33941;auxiliar
14144;apoyo
38168;psicologo
42099;tecnico en
12318;paramedico
3286;administrativo
33364;administrativo
1032;entrenador
19114;terapeuta
22641;apoyo
15756;administrativo
32576;asesor
2494;asistente
18706;director
9698;abogado
18998;medico
17159;abogado
11920;enfermera
36125;administrativo
9806;profesional
26837;psiquiatra
34391;secretaria
4273;tecnico
470;coordinador
30379;tecnico en
41084;fiscalizacion
11305;asesor
43230;practica
4856;enfermero
9223;ecologia
26212;contador auditor
5461;medico
35583;medico
37737;tecnico
42422;medico
10517;tecnico
8431;analista
27400;abogado
1489;coordinador
16247;administracion
44372;practica
3914;tecnico
21350;gestion
16862;nefrologo
1185;arbitro
31067;jefe
21975;gestion
3331;jefe departamento
17455;encargado
20542;terapeuta
2523;enfermero
30675;seleccion
11609;paramedico
41588;asistente
33014;secretaria
23906;enfermera
19264;asesor
14811;auxiliar
38218;administracion
12068;enfermera
31885;administrativo
1967;informatico
21197;secretaria
23323;asistente
14234;asistente
19841;tecnico
16080;tecnico
35248;fiscalizacion
32606;educador
18476;encargado
20785;bibliotecario
17692;paramedico
15426;apoyo
29814;bienestar
6825;supervisor
39106;auxiliar
24261;asesor
13376;enfermera
41243;tecnico
34156;psicologo
24844;tecnico
29231;coordinador
6200;adquisiciones
41866;administracion publica
13953;administrativo
20289;medico
33518;paramedico
19768;jefe departamento
25473;ingeniero
38714;profesional
40451;practica
12564;ecologia
14738;profesional
28423;auditor
7412;supervisor
35744;administrativo
38284;analista
27357;enfermero
8366;asesor
5913;abogado
42375;salvavidas
10240;terapeuta
33088;analista
5336;analista
27972;contador auditor
8943;comercial
7182;departamento
37060;analista
10865;profesional
42950;asistente
31819;analista
44129;secretaria
2778;administrativo
327;microbiologo
26545;conductor
9574;instructor
39496;analista
11452;auxiliar
20719;psicologa
902;entrenador
36672;analista
6790;fiscalizacion
4524;instructor
32396;cientista politico
2274;administrativo
20830;apoyo
30122;paramedico
17927;traumatologo
26049;computacion
9078;asistente
29888;hogar
20215;secretaria
2851;gestion
17302;conductor
4028;enfermera
38788;medico
31730;administrativo
3466;profesional
21407;recursos humanos
16510;administracion
44425;laboratorio
43889;paramedico
39978;tecnico en
18904;tecnico
15371;entrenador
22266;operadora
41018;psicologo
11399;forestal
34928;instructor
18321;paramedico
22843;tecnico en
32151;apoyo
14563;fiscalizacion
23474;desarrollador
7649;apoyo
28678;tecnico
19533;tecnico en
33743;jefe
1415;tecnico dental
25628;tecnico
12816;enfermera
40923;tecnico
28374;analista
25901;operador
35013;tecnico en
1119;informatico
40306;administrativo
10087;informatico
12233;tecnico
25324;jefe
27190;contabilidad
38043;administracion
37882;hematologo
7960;tecnico
28951;coordinador
34601;educador
6557;asesor
29566;paramedico
13421;tecnico
11695;analista
41514;medico
39651;cirujano
26782;arquitecto
4358;asistente
20165;auxiliar
17072;encargado
9308;tecnico en
2104;encargado
30252;educador
18296;abogado
21777;jefe departamento
16660;profesional
31440;paramedico
3716;enfermera
19484;analista
12688;auxiliar
42509;nutricionista
44259;practica
5046;pediatra
40894;analista
16949;informatico
37935;asesor
27027;educador
8016;alimento
25293;proyectista
42005;administracion publica
12384;auditor
36502;paramedico
4654;administrador
20469;coordinador
24481;administrativo
26635;jefe departamento
9604;analista
11722;recursos humanos
13596;gestion
43617;psiquiatra
2408;administrativo
12143;apoyo
35946;auditor
25054;tecnico en
38333;laboratorio
1269;analista
7035;zoo
28004;auxiliar
38916;coordinador
5281;apoyo
35363;administracion
23208;cirujano
290;nutricionista
30599;analista
13751;administrativo
41664;enfermera
39521;administracion
24646;quimico farmaceutico
34571;mantencion
4493;instructor
29616;auxiliar
17890;medico
30095;jefe departamento
20987;encargado
32221;analista
41368;abastecimiento
15001;coordinador
32804;tecnico
22116;educador
13878;kinesiologo
25558;tecnico en
33433;auxiliar
1765;analista
31687;enfermero
7539;profesional
28508;fiscalizador
14613;tecnico
44592;psicologo
14038;encargado
35044;tecnica
25956;electricista
28323;administrativo
7312;tecnico en
40974;coordinador
12841;auxiliar
33218;desarrollador
19068;profesional
28906;oncologo
7937;tecnico en
38014;administracion publica
25373;tecnico
12264;profesional
40351;educador
29531;medicos
6500;abogado
34656;instructor
20589;operador
39606;enfermero
41543;enfermera
13476;instructor
30997;operador
20085;administrativo
22231;profesional
15326;gestor
18953;analista
17192;agente publico
32106;abogado
22814;enfermero
18376;tecnico
15903;asistentes
23423;tecnico
21697;practica
16780;tecnico
14534;asistente dental
35548;administrativo
1442;jefe departamento
33714;comercial
19564;enfermera
38518;auditor
12768;departamento
17970;departamento
30175;alimento
20867;auxiliar
41288;comunicacion
11109;paramedico
17355;departamento
2806;abastecimiento
20242;alimento
13998;administrativo
36329;psicologo
3431;jefe departamento
31767;kinesiologo
1685;analista
16547;recaudador
21450;administrador
40196;psicologo
10217;gestion
42322;paramedico
5944;conductor
8331;profesional
27300;analista
1389;planta
42907;administracion empresa
10832;enfermero
37037;instructor
8914;departamento
27925;animador
35283;auxiliar
5361;tecnico en
370;jefe departamento
30479;tecnico en
43530;cirujano
11405;forestal
41784;administrativo
9523;dibujante tecnico
26512;operadora maquinaria
955;mecanico bicicleta
4573;supervisora
34491;tecnico
36625;tecnologo medico
2394;administracion
32276;secretaria
18006;profesional
9198;alimento
6959;coordinador
22141;departamento
32853;administrativo
15056;abastecimiento
24938;auxiliar
38668;coordinador
88;profesional
12418;auxiliar
1732;ayudante
33464;psicologo
3586;jefe departamento
19614;apoyo
35638;abogado
23753;jefe
14644;ingeniero
8286;psicologo
38364;mantencion
25003;tecnologo medico
35911;administrativo
42295;tecnico
12114;enfermera
40021;educador
33168;auxiliar
19318;personal
35334;paramedico
27892;paramedico
38941;encargado
37180;conductor
7062;enfermera
10985;apoyo
14348;auxiliar
2698;tecnico
24611;administrador
39576;gestor
9494;taller
41633;administracion
13706;paramedico
43487;paramedico
29641;encargado
36792;educador
34526;fonoaudiologa
23098;instructor
3868;jefe departamento
28294;bienestar
37347;departamento
5011;tecnico en
21809;tecnico
42052;informacion
8041;gestion
27070;enfermera
7880;coordinador
37962;departamento
4603;instructor
36555;analista sistemas
17529;administrativo
43640;desarrollador
11775;asistente
9653;recursos humanos
26662;psiquiatra
30709;director
39898;tecnico en
36059;tecnico en
17025;educador
15291;tecnico
22386;tecnico
20132;tecnologo medico
30820;director
11279;jefe departamento
30205;educador
2153;asistente
14483;ingeniero
16637;sostenedor
21720;paramedico
23594;psicologo
28798;asesor
3741;practica
31417;educador
7239;administracion
28208;departamento
44292;administracion
14113;informacion
33916;educador
23004;coordinador
19143;supervisor
16982;tecnica
31187;administrador
1065;arbitro
21895;arma
33333;enfermera
15701;educador
22616;tecnico
18751;coordinador
32521;auxiliar
30795;administracion
41468;analista
18878;tecnico
6127;enfermeria
29116;enfermera
39804;asesor
4393;laboratorio
34271;practica
590;fiscalizador
15828;investigador
30299;departamento
41164;construccion
13051;tecnologo medico
34854;departamento
24146;analista sistemas
39221;psicopedagogo
35463;educador
5581;administrativo
7735;director
28704;paramedico
23508;supervisora
12643;tecnico
38433;tecnico en
25754;tecnico
1569;jefe departamento
36827;gestor
26135;arquitecto
9104;adquisiciones
24381;periodista
43117;diseno grafico
13296;gestion
11022;profesional
2308;profesional
757;gestor
4154;administrativo
41986;tecnico en
20369;quimico farmaceutico
19688;supervisor
25593;analista
27727;tecnologo medico
8716;cirujano
10630;asistente
12484;tecnico
44559;auxiliar
37410;tecnico
5746;auxiliar
3016;jefe
31340;trabajador social 
19384;paramedico
42209;terapeuta
12188;jefe departamento
1887;administrativo
31965;administrativo
21077;obra
44055;tecnica
16160;administrativo
10919;analista
26439;cirujano
9408;tecnico
30552;enfermeria
2604;administrativo
18596;supervisora
4458;secretaria
20665;informatico
17772;apoyo
41214;gestion
11195;analista
13321;coordinador
24236;encargado
26082;procurador
39151;analista
36990;practica
6872;procurador
29843;administrativo
13904;administrativo
41831;administracion empresa
6257;educador
29266;administracion
24813;tecnico redes
32978;medico
1619;encargado
12533;quimico farmaceutico
10787;tecnico informatico
40406;enfermero
38743;administrativo
27690;vehiculo pesado
25424;coordinador
23678;abogado
35713;auxiliar
7445;paramedico
28474;tecnico
14846;auxiliar
19233;asistente
1315;departamento
23951;terapeuta
33043;instructor
25128;cirujano
19816;medico
14263;medicos
23374;departamento
1930;auxiliar
8988;enfermero
7149;auxiliar
28178;medico
11499;conductor
41718;departamento
18421;fiscalizadora
32651;profesional
15471;construccion
22566;cirujano
21307;coordinador
3943;profesional
44325;administracion empresa
16210;profesional
38088;asistente
37849;psiquiatra
42179;medico
3366;telecomunicaciones
21922;auxiliar
31030;conductor
16835;gestion
20515;jefe departamento
4728;enfermera
30622;analista
2574;fiscalizacion
32496;director
26749;psicologo
9778;abogado
20019;tecnico en
4224;cirujano
26860;educador
9851;gestion
6090;encargado
36172;enfermera
11977;comunicacion
22888;asistente
2078;departamento
427;administrativo
39396;analista
26245;auxiliar
4801;administrador
43267;obra
11352;conductor camioneta
37760;practica
7682;entrenador
5436;recaudador
44629;administracion empresa
27457;gestion
8466;administracion
38584;recursos humanos
10540;comunicacion
42475;psicologo
33788;auxiliar
39713;paramedico
24474;instructor
13563;cirujano
41456;tecnico
34743;psicologo
29424;profesional
6415;profesor
22628;agente publico
38101;educador
28813;educador
7822;laboratorio
40244;educador
12371;medico
33928;educador
16399;coordinador
28236;supervisor
7207;enfermera
25843;departamento
35151;tecnico
12954;conductor
40861;comercial
33601;administrativo
1557;auditor
19471;psicologo
21782;enfermeria
23536;zoo
14421;auxiliar
16695;auxiliar
24178;periodista
4988;secretaria
32013;secretaria
15816;apoyo
18263;gestor
29128;cirujano
6119;analista
22324;gasfiter
20190;tecnico
30882;administrativo
17087;administrativo
18846;paramedico
15233;encargado
5778;analista
16452;gestion
44567;administrativo
21545;auxiliar
8728;fiscalizador
27719;cirujano
1790;jefe departamento
